"","X","ID","num_of_leaves","model","non_binary_prob","planted","remove_extinct","rescale_to_height","dupl_rate","loss_rate","hgt_rate","prohibit_extinction","replace_prob","LDT_Edges","Fitch_true_Edges","Fraction_of_Xenologs","Number_of_Species","Number_of_leaves_tgt","Number_of_leaves_ogt","T_ldt_false_positive","T_ldt_true_positive","T_ldt_false_negative","T_triple","T_ldt_triple","S_ldt_false_positive","S_ldt_true_positive","S_ldt_false_negative","S_triple","S_ldt_triple","Number_of_Nodes_ldt_100","Edges_rs_false_positive_100","Edges_rs_false_negative_100","Edges_rs_true_positive_100","Fitch_rs_Edges_100","Edges_cd_false_positive_100","Edges_cd_false_negative_100","Edges_cd_true_positive_100","Number_of_Nodes_ldt_80","Edges_rs_false_positive_80","Edges_rs_false_negative_80","Edges_rs_true_positive_80","Fitch_rs_Edges_80","Edges_cd_false_positive_80","Edges_cd_false_negative_80","Edges_cd_true_positive_80","Number_of_Nodes_ldt_60","Edges_rs_false_positive_60","Edges_rs_false_negative_60","Edges_rs_true_positive_60","Fitch_rs_Edges_60","Edges_cd_false_positive_60","Edges_cd_false_negative_60","Edges_cd_true_positive_60","Number_of_Nodes_ldt_40","Edges_rs_false_positive_40","Edges_rs_false_negative_40","Edges_rs_true_positive_40","Fitch_rs_Edges_40","Edges_cd_false_positive_40","Edges_cd_false_negative_40","Edges_cd_true_positive_40","Number_of_Nodes_ldt_20","Edges_rs_false_positive_20","Edges_rs_false_negative_20","Edges_rs_true_positive_20","Fitch_rs_Edges_20","Edges_cd_false_positive_20","Edges_cd_false_negative_20","Edges_cd_true_positive_20","Group","tn_cd_100","tn_cd_80","tn_cd_60","tn_cd_40","tn_cd_20","tn_rs_100","tn_rs_80","tn_rs_60","tn_rs_40","tn_rs_20","recall_cd_100","recall_cd_80","recall_cd_60","recall_cd_40","recall_cd_20","recall_rs_100","recall_rs_80","recall_rs_60","recall_rs_40","recall_rs_20","precision_cd_100","precision_cd_80","precision_cd_60","precision_cd_40","precision_cd_20","precision_rs_100","precision_rs_80","precision_rs_60","precision_rs_40","precision_rs_20","accuracy_cd_100","accuracy_cd_80","accuracy_cd_60","accuracy_cd_40","accuracy_cd_20","accuracy_rs_100","accuracy_rs_80","accuracy_rs_60","accuracy_rs_40","accuracy_rs_20"
"6723",6722,"P6_0722",25,"innovation",0.339861743638048,"True","False",1,1.5,1.5,1.5,"per_family",1,136,137,0.992700729927007,25,47,31,4324,25,0,4349,25,1597,618,0,2215,618,31,0,0,67,67,0,0,67,31,0,0,50,50,0,0,50,31,0,0,21,21,0,0,21,31,0,0,26,26,0,0,26,31,0,0,8,8,0,0,8,"P6",398,415,444,439,457,398,415,444,439,457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6724",6723,"P6_0723",26,"innovation",0.488343815674991,"True","False",1,1.5,1.5,1.5,"per_family",1,29,141,0.205673758865248,26,39,21,641,245,0,886,245,1859,72,0,1931,72,21,0,11,24,24,0,12,23,21,0,6,15,15,0,7,14,21,5,34,16,21,5,35,15,21,0,5,0,0,0,5,0,21,0,0,0,0,0,0,0,"P6",175,189,155,205,210,175,189,155,205,210,0.657142857142857,0.666666666666667,0.3,0,NA,0.685714285714286,0.714285714285714,0.32,0,NA,1,1,0.75,NA,NA,1,1,0.761904761904762,NA,NA,0.942857142857143,0.966666666666667,0.80952380952381,0.976190476190476,1,0.947619047619048,0.971428571428571,0.814285714285714,0.976190476190476,1
"6725",6724,"P6_0724",21,"innovation",0.127996430915935,"True","False",1,1.5,1.5,1.5,"per_family",1,230,728,0.315934065934066,21,64,42,3809,5487,0,9296,5487,1152,66,0,1218,66,42,42,23,296,338,0,49,270,42,25,23,177,202,0,49,151,42,0,16,181,181,0,36,161,42,1,6,79,80,1,17,68,42,3,1,20,23,0,0,21,"P6",542,661,664,775,840,500,636,664,775,837,0.846394984326019,0.755,0.817258883248731,0.8,1,0.927899686520376,0.885,0.918781725888325,0.929411764705882,0.952380952380952,1,1,1,0.985507246376812,1,0.875739644970414,0.876237623762376,1,0.9875,0.869565217391304,0.943089430894309,0.943089430894309,0.958188153310105,0.979094076655052,1,0.924506387921022,0.944250871080139,0.981416957026713,0.991869918699187,0.995354239256678
"6726",6725,"P6_0725",39,"innovation",0.420913539147172,"True","False",1,1.5,1.5,1.5,"per_family",1,607,806,0.753101736972705,39,76,49,16519,1683,0,18202,1683,5822,1449,0,7271,1449,49,17,8,388,405,32,36,360,49,22,14,255,277,0,29,240,49,24,5,178,202,0,14,169,49,8,11,102,110,0,19,94,49,0,6,21,21,0,6,21,"P6",748,907,993,1063,1149,763,885,969,1055,1149,0.909090909090909,0.892193308550186,0.923497267759563,0.831858407079646,0.777777777777778,0.97979797979798,0.947955390334573,0.972677595628415,0.902654867256637,0.777777777777778,0.918367346938776,1,1,1,1,0.958024691358025,0.92057761732852,0.881188118811881,0.927272727272727,1,0.942176870748299,0.975340136054422,0.988095238095238,0.983843537414966,0.994897959183674,0.978741496598639,0.969387755102041,0.975340136054422,0.983843537414966,0.994897959183674
"6727",6726,"P6_0726",11,"innovation",0.243530455845221,"True","False",1,1.5,1.5,1.5,"per_family",1,157,179,0.877094972067039,11,39,24,1988,30,0,2018,30,108,50,0,158,50,24,0,3,59,59,0,3,59,24,0,3,44,44,0,3,44,24,0,9,47,47,0,9,47,24,0,2,12,12,0,2,12,24,0,0,3,3,0,0,3,"P6",214,229,220,262,273,214,229,220,262,273,0.951612903225806,0.936170212765957,0.839285714285714,0.857142857142857,1,0.951612903225806,0.936170212765957,0.839285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,0.989130434782609,0.989130434782609,0.967391304347826,0.992753623188406,1,0.989130434782609,0.989130434782609,0.967391304347826,0.992753623188406,1
"6728",6727,"P6_0727",22,"innovation",0.156052622725019,"True","False",1,1.5,1.5,1.5,"per_family",1,0,0,0,22,5,2,0,0,0,0,0,1456,0,0,1456,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"P6",1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"6729",6728,"P6_0728",26,"innovation",0.497248195896829,"True","False",1,1.5,1.5,1.5,"per_family",1,80,96,0.833333333333333,26,29,17,600,80,0,680,80,1792,21,0,1813,21,17,0,0,52,52,0,0,52,17,0,2,35,35,0,4,33,17,0,2,15,15,0,3,14,17,0,1,9,9,0,1,9,17,0,0,2,2,0,0,2,"P6",84,99,119,126,134,84,99,119,126,134,1,0.891891891891892,0.823529411764706,0.9,1,1,0.945945945945946,0.882352941176471,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0.970588235294118,0.977941176470588,0.992647058823529,1,1,0.985294117647059,0.985294117647059,0.992647058823529,1
"6730",6729,"P6_0729",24,"innovation",0.494836034013282,"True","False",1,1.5,1.5,1.5,"per_family",1,168,402,0.417910447761194,24,71,30,1770,2090,0,3860,2090,1733,57,0,1790,57,30,0,6,94,94,1,16,84,30,3,8,118,121,3,21,105,30,1,9,92,93,0,14,87,30,0,4,30,30,0,5,29,30,1,3,11,12,1,4,10,"P6",334,306,334,401,420,335,306,333,401,420,0.84,0.833333333333333,0.861386138613861,0.852941176470588,0.714285714285714,0.94,0.936507936507937,0.910891089108911,0.882352941176471,0.785714285714286,0.988235294117647,0.972222222222222,1,1,0.909090909090909,1,0.975206611570248,0.989247311827957,1,0.916666666666667,0.960919540229885,0.944827586206897,0.967816091954023,0.988505747126437,0.988505747126437,0.986206896551724,0.974712643678161,0.977011494252874,0.990804597701149,0.990804597701149
"6731",6730,"P6_0730",43,"innovation",0.311247499263318,"True","False",1,1.5,1.5,1.5,"per_family",1,40,40,1,43,51,41,9800,0,0,9800,0,10621,780,0,11401,780,41,0,0,27,27,0,0,27,41,0,0,21,21,0,0,21,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,"P6",793,799,820,820,820,793,799,820,820,820,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"6732",6731,"P6_0731",42,"innovation",0.016485855125312,"True","False",1,1.5,1.5,1.5,"per_family",1,1,1,1,42,4,2,0,0,0,0,0,11480,0,0,11480,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"P6",1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"6733",6732,"P6_0732",21,"innovation",0.136330921920765,"True","False",1,1.5,1.5,1.5,"per_family",1,325,392,0.829081632653061,21,59,36,7119,21,0,7140,21,806,380,0,1186,380,36,0,21,135,135,0,21,135,36,0,30,104,104,0,30,104,36,0,30,65,65,0,30,65,36,0,9,20,20,0,9,20,36,0,1,8,8,0,1,8,"P6",474,496,535,601,621,474,496,535,601,621,0.865384615384615,0.776119402985075,0.684210526315789,0.689655172413793,0.888888888888889,0.865384615384615,0.776119402985075,0.684210526315789,0.689655172413793,0.888888888888889,1,1,1,1,1,1,1,1,1,1,0.966666666666667,0.952380952380952,0.952380952380952,0.985714285714286,0.998412698412698,0.966666666666667,0.952380952380952,0.952380952380952,0.985714285714286,0.998412698412698
"6734",6733,"P6_0733",27,"innovation",0.478027652053796,"True","False",1,1.5,1.5,1.5,"per_family",1,202,2103,0.0960532572515454,27,116,103,175190,0,0,175190,0,2057,325,0,2382,325,103,0,816,65,65,0,816,65,103,0,609,108,108,0,609,108,103,0,432,0,0,0,432,0,103,0,240,34,34,0,240,34,103,0,84,0,0,0,84,0,"P6",4372,4536,4821,4979,5169,4372,4536,4821,4979,5169,0.0737797956867196,0.150627615062762,0,0.124087591240876,0,0.0737797956867196,0.150627615062762,0,0.124087591240876,0,1,1,NA,1,NA,1,1,NA,1,NA,0.844660194174757,0.884066247858367,0.917761279268989,0.954311821816105,0.984009137635637,0.844660194174757,0.884066247858367,0.917761279268989,0.954311821816105,0.984009137635637
"6735",6734,"P6_0734",33,"innovation",0.228453540938231,"True","False",1,1.5,1.5,1.5,"per_family",1,2,2,1,33,10,3,1,0,0,1,0,5215,0,0,5215,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"P6",3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"6736",6735,"P6_0735",36,"innovation",0.197753752524124,"True","False",1,1.5,1.5,1.5,"per_family",1,83,95,0.873684210526316,36,22,16,473,83,0,556,83,6663,84,0,6747,84,16,2,3,35,37,2,3,35,16,0,0,17,17,0,0,17,16,2,1,14,16,2,3,12,16,0,0,7,7,0,0,7,16,0,0,2,2,0,0,2,"P6",80,103,103,113,118,80,103,103,113,118,0.921052631578947,1,0.8,1,1,0.921052631578947,1,0.933333333333333,1,1,0.945945945945946,1,0.857142857142857,1,1,0.945945945945946,1,0.875,1,1,0.958333333333333,1,0.958333333333333,1,1,0.958333333333333,1,0.975,1,1
"6737",6736,"P6_0736",40,"innovation",0.270251200842608,"True","False",1,1.5,1.5,1.5,"per_family",1,835,4369,0.191119249256123,40,126,104,133230,48053,0,181283,48053,3534,5723,0,9257,5723,104,0,327,1307,1307,28,685,949,104,0,300,893,893,22,568,625,104,26,491,291,317,26,500,282,104,0,89,373,373,24,202,260,104,0,27,102,102,0,37,92,"P6",3694,4141,4548,4870,5227,3722,4163,4548,4894,5227,0.58078335373317,0.523889354568315,0.360613810741688,0.562770562770563,0.713178294573643,0.799877600979192,0.748533109807209,0.372122762148338,0.807359307359307,0.790697674418605,0.971340839303992,0.965996908809892,0.915584415584416,0.915492957746479,1,1,1,0.917981072555205,1,1,0.866878267363704,0.889843166542196,0.901792382374907,0.957804331590739,0.993091859596714,0.938946975354742,0.943988050784167,0.903472740851382,0.983383121732636,0.994958924570575
"6738",6737,"P6_0737",32,"innovation",0.096538425960994,"True","False",1,1.5,1.5,1.5,"per_family",1,57,788,0.0723350253807107,32,82,65,39050,3149,0,42199,3149,4715,74,0,4789,74,65,60,61,257,317,87,187,131,65,53,81,200,253,99,189,92,65,56,77,87,143,54,119,45,65,0,18,59,59,17,54,23,65,0,11,0,0,0,11,0,"P6",1675,1700,1862,1986,2069,1702,1746,1860,2003,2069,0.411949685534591,0.327402135231317,0.274390243902439,0.298701298701299,0,0.808176100628931,0.711743772241993,0.530487804878049,0.766233766233766,0,0.600917431192661,0.481675392670157,0.454545454545455,0.575,NA,0.810725552050473,0.790513833992095,0.608391608391608,1,NA,0.868269230769231,0.861538461538462,0.916826923076923,0.965865384615385,0.994711538461538,0.941826923076923,0.935576923076923,0.936057692307692,0.991346153846154,0.994711538461538
"6739",6738,"P6_0738",18,"innovation",0.362987239888841,"True","False",1,1.5,1.5,1.5,"per_family",1,251,1173,0.213981244671782,18,83,53,17665,5167,0,22832,5167,245,425,0,670,425,53,18,160,327,345,7,194,293,53,22,70,317,339,14,128,259,53,24,76,177,201,7,101,152,53,11,46,67,78,5,61,52,53,0,21,17,17,0,21,17,"P6",884,977,1118,1260,1340,873,969,1101,1254,1340,0.601642710472279,0.669250645994832,0.600790513833992,0.460176991150442,0.447368421052632,0.671457905544148,0.819121447028424,0.699604743083004,0.592920353982301,0.447368421052632,0.976666666666667,0.948717948717949,0.955974842767296,0.912280701754386,1,0.947826086956522,0.935103244837758,0.880597014925373,0.858974358974359,1,0.854136429608128,0.896952104499274,0.921625544267054,0.952104499274311,0.984760522496372,0.870827285921626,0.933236574746009,0.927431059506531,0.958635703918723,0.984760522496372
"6740",6739,"P6_0739",46,"innovation",0.00670479734777,"True","False",1,1.5,1.5,1.5,"per_family",1,158,213,0.741784037558685,46,35,24,1934,90,0,2024,90,14761,307,0,15068,307,24,1,15,77,78,1,15,77,24,0,15,28,28,0,15,28,24,0,4,29,29,0,4,29,24,1,1,13,14,0,0,14,24,0,1,4,4,0,1,4,"P6",183,233,243,262,271,183,233,243,261,271,0.83695652173913,0.651162790697674,0.878787878787879,1,0.8,0.83695652173913,0.651162790697674,0.878787878787879,0.928571428571429,0.8,0.987179487179487,1,1,1,1,0.987179487179487,1,1,0.928571428571429,1,0.942028985507246,0.945652173913043,0.985507246376812,1,0.996376811594203,0.942028985507246,0.945652173913043,0.985507246376812,0.992753623188406,0.996376811594203
"6741",6740,"P6_0740",46,"innovation",0.251936582106474,"True","False",1,1.5,1.5,1.5,"per_family",1,72,324,0.222222222222222,46,47,45,10823,2016,0,12839,2016,12440,540,0,12980,540,45,54,126,21,75,54,126,21,45,0,0,24,24,0,0,24,45,45,45,9,54,0,0,54,45,9,36,4,13,9,36,4,45,0,0,12,12,5,10,2,"P6",789,966,936,941,973,789,966,891,941,978,0.142857142857143,1,1,0.1,0.166666666666667,0.142857142857143,1,0.166666666666667,0.1,1,0.28,1,1,0.307692307692308,0.285714285714286,0.28,1,0.166666666666667,0.307692307692308,1,0.818181818181818,1,1,0.954545454545455,0.984848484848485,0.818181818181818,1,0.909090909090909,0.954545454545455,1
"6742",6741,"P6_0741",39,"innovation",0.451148547707955,"True","False",1,1.5,1.5,1.5,"per_family",1,133,1178,0.112903225806452,39,103,58,16299,4994,0,21293,4994,4471,173,0,4644,173,58,13,263,109,122,13,266,106,58,0,91,230,230,12,201,120,58,28,75,146,174,0,133,88,58,0,96,57,57,0,97,56,58,0,26,19,19,0,26,19,"P6",1268,1320,1432,1500,1608,1268,1332,1404,1500,1608,0.28494623655914,0.373831775700935,0.398190045248869,0.366013071895425,0.422222222222222,0.293010752688172,0.716510903426791,0.660633484162896,0.372549019607843,0.422222222222222,0.890756302521008,0.909090909090909,1,1,1,0.89344262295082,1,0.839080459770115,1,1,0.831215970961887,0.871143375680581,0.919540229885057,0.941318814277072,0.984271022383545,0.833030852994555,0.944948578342408,0.937689050211736,0.941923774954628,0.984271022383545
"6743",6742,"P6_0742",17,"innovation",0.108163500289086,"True","False",1,1.5,1.5,1.5,"per_family",1,19,47,0.404255319148936,17,23,18,788,28,0,816,28,561,119,0,680,119,18,0,0,21,21,9,9,12,18,0,0,7,7,0,0,7,18,0,7,0,0,0,7,0,18,0,0,6,6,0,0,6,18,0,0,0,0,0,0,0,"P6",123,146,146,147,153,132,146,146,147,153,0.571428571428571,1,0,1,NA,1,1,0,1,NA,0.571428571428571,1,NA,1,NA,1,1,NA,1,NA,0.882352941176471,1,0.954248366013072,1,1,1,1,0.954248366013072,1,1
"6744",6743,"P6_0743",10,"innovation",0.422134265537138,"True","False",1,1.5,1.5,1.5,"per_family",1,0,0,0,10,6,3,1,0,0,1,0,105,0,0,105,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"P6",3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"6745",6744,"P6_0744",17,"innovation",0.002131140784408,"True","False",1,1.5,1.5,1.5,"per_family",1,132,188,0.702127659574468,17,37,22,1484,56,0,1540,56,295,385,0,680,385,22,0,14,55,55,3,17,52,22,0,7,41,41,0,7,41,22,0,8,24,24,0,8,24,22,0,4,10,10,0,4,10,22,0,2,0,0,0,2,0,"P6",159,183,199,217,229,162,183,199,217,229,0.753623188405797,0.854166666666667,0.75,0.714285714285714,0,0.797101449275362,0.854166666666667,0.75,0.714285714285714,0,0.945454545454545,1,1,1,NA,1,1,1,1,NA,0.913419913419913,0.96969696969697,0.965367965367965,0.982683982683983,0.991341991341991,0.939393939393939,0.96969696969697,0.965367965367965,0.982683982683983,0.991341991341991
"6746",6745,"P6_0745",32,"innovation",0.071136767479997,"True","False",1,1.5,1.5,1.5,"per_family",1,0,0,0,32,3,1,0,0,0,0,0,4823,0,0,4823,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"P6",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6747",6746,"P6_0746",46,"innovation",0.214858200406237,"True","False",1,1.5,1.5,1.5,"per_family",1,108,217,0.497695852534562,46,39,25,1769,531,0,2300,531,14879,43,0,14922,43,25,0,10,95,95,0,13,92,25,0,6,83,83,5,16,73,25,0,5,40,40,0,7,38,25,0,5,21,21,0,6,20,25,0,3,7,7,0,3,7,"P6",195,206,255,274,290,195,211,255,274,290,0.876190476190476,0.820224719101124,0.844444444444444,0.769230769230769,0.7,0.904761904761905,0.932584269662921,0.888888888888889,0.807692307692308,0.7,1,0.935897435897436,1,1,1,1,1,1,1,1,0.956666666666667,0.93,0.976666666666667,0.98,0.99,0.966666666666667,0.98,0.983333333333333,0.983333333333333,0.99
"6748",6747,"P6_0747",36,"innovation",0.311753023397119,"True","False",1,1.5,1.5,1.5,"per_family",1,17,17,1,36,11,8,56,0,0,56,0,6899,12,0,6911,12,8,0,0,4,4,0,0,4,8,0,0,4,4,0,0,4,8,0,0,2,2,0,0,2,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"P6",24,24,26,28,28,24,24,26,28,28,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1
"6749",6748,"P6_0748",38,"innovation",0.005774764785854,"True","False",1,1.5,1.5,1.5,"per_family",1,9,9,1,38,10,6,20,0,0,20,0,8398,12,0,8410,12,6,0,0,3,3,0,0,3,6,0,0,2,2,0,0,2,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"P6",12,13,15,15,15,12,13,15,15,15,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"6750",6749,"P6_0749",10,"innovation",0.26016792256263,"True","False",1,1.5,1.5,1.5,"per_family",1,16,108,0.148148148148148,10,26,17,504,176,0,680,176,88,32,0,120,32,17,6,7,27,33,4,14,20,17,3,19,12,15,2,19,12,17,0,0,23,23,6,11,12,17,0,4,4,4,0,4,4,17,0,3,0,0,0,3,0,"P6",98,103,107,128,133,96,102,113,128,133,0.588235294117647,0.387096774193548,0.521739130434783,0.5,0,0.794117647058823,0.387096774193548,1,0.5,0,0.833333333333333,0.857142857142857,0.666666666666667,1,NA,0.818181818181818,0.8,1,1,NA,0.867647058823529,0.845588235294118,0.875,0.970588235294118,0.977941176470588,0.904411764705882,0.838235294117647,1,0.970588235294118,0.977941176470588
"6751",6750,"P6_0750",14,"innovation",0.092915302093486,"True","False",1,1.5,1.5,1.5,"per_family",1,10,155,0.0645161290322581,14,41,27,2701,224,0,2925,224,357,7,0,364,7,27,0,55,17,17,0,55,17,27,0,16,33,33,0,19,30,27,0,23,10,10,0,23,10,27,0,8,9,9,0,8,9,27,0,4,4,4,0,4,4,"P6",279,302,318,334,343,279,302,318,334,343,0.236111111111111,0.612244897959184,0.303030303030303,0.529411764705882,0.5,0.236111111111111,0.673469387755102,0.303030303030303,0.529411764705882,0.5,1,1,1,1,1,1,1,1,1,1,0.843304843304843,0.945868945868946,0.934472934472934,0.977207977207977,0.988603988603989,0.843304843304843,0.954415954415954,0.934472934472934,0.977207977207977,0.988603988603989
"6752",6751,"P6_0751",33,"innovation",0.141992952798646,"True","False",1,1.5,1.5,1.5,"per_family",1,436,630,0.692063492063492,33,75,43,10982,1208,0,12190,1208,4264,933,0,5197,933,43,50,18,194,244,14,37,175,43,28,44,149,177,0,27,166,43,0,23,87,87,0,23,87,43,5,13,59,64,5,14,58,43,0,10,7,7,0,10,7,"P6",677,710,793,826,886,641,682,793,826,886,0.825471698113208,0.860103626943005,0.790909090909091,0.805555555555556,0.411764705882353,0.915094339622642,0.772020725388601,0.790909090909091,0.819444444444444,0.411764705882353,0.925925925925926,1,1,0.920634920634921,1,0.795081967213115,0.84180790960452,1,0.921875,1,0.943521594684385,0.970099667774086,0.97452934662237,0.978959025470653,0.988925802879291,0.924695459579181,0.920265780730897,0.97452934662237,0.980066445182724,0.988925802879291
"6753",6752,"P6_0752",37,"innovation",0.270996613029288,"True","False",1,1.5,1.5,1.5,"per_family",1,223,327,0.681957186544342,37,48,32,4018,860,0,4878,860,5397,1145,0,6542,1145,32,8,8,118,126,20,22,104,32,12,6,56,68,15,18,44,32,8,14,55,63,8,14,55,32,2,6,21,23,2,6,21,32,0,3,4,4,0,3,4,"P6",350,419,419,467,489,362,422,419,467,489,0.825396825396825,0.709677419354839,0.797101449275362,0.777777777777778,0.571428571428571,0.936507936507937,0.903225806451613,0.797101449275362,0.777777777777778,0.571428571428571,0.838709677419355,0.745762711864407,0.873015873015873,0.91304347826087,1,0.936507936507937,0.823529411764706,0.873015873015873,0.91304347826087,1,0.915322580645161,0.933467741935484,0.955645161290323,0.983870967741935,0.993951612903226,0.967741935483871,0.963709677419355,0.955645161290323,0.983870967741935,0.993951612903226
"6754",6753,"P6_0753",12,"innovation",0.496095341437551,"True","False",1,1.5,1.5,1.5,"per_family",1,32,47,0.680851063829787,12,25,12,196,0,0,196,0,126,25,0,151,25,12,0,6,5,5,0,6,5,12,0,5,12,12,0,5,12,12,0,3,4,4,0,3,4,12,0,1,4,4,0,1,4,12,0,0,0,0,0,0,0,"P6",55,49,59,61,66,55,49,59,61,66,0.454545454545455,0.705882352941177,0.571428571428571,0.8,NA,0.454545454545455,0.705882352941177,0.571428571428571,0.8,NA,1,1,1,1,NA,1,1,1,1,NA,0.909090909090909,0.924242424242424,0.954545454545455,0.984848484848485,1,0.909090909090909,0.924242424242424,0.954545454545455,0.984848484848485,1
"6755",6754,"P6_0754",15,"innovation",0.375437574241915,"True","False",1,1.5,1.5,1.5,"per_family",1,5,10,0.5,15,13,11,127,25,0,152,25,316,10,0,326,10,11,15,3,5,20,0,0,8,11,0,0,0,0,0,0,0,11,0,0,3,3,0,0,3,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"P6",47,55,52,55,55,32,55,52,55,55,1,NA,1,NA,NA,0.625,NA,1,NA,NA,1,NA,1,NA,NA,0.25,NA,1,NA,NA,1,1,1,1,1,0.672727272727273,1,1,1,1
"6756",6755,"P6_0755",36,"innovation",0.313581932756784,"True","False",1,1.5,1.5,1.5,"per_family",1,205,4376,0.0468464351005484,36,187,160,636312,23821,0,660133,23821,4792,1238,0,6030,1238,160,168,1296,440,608,168,1302,434,160,0,74,1095,1095,144,973,196,160,0,864,74,74,0,864,74,160,80,122,191,271,80,169,144,160,0,69,53,53,0,70,52,"P6",10816,11407,11782,12327,12598,10816,11551,11782,12327,12598,0.25,0.167664670658683,0.0788912579957356,0.460063897763578,0.426229508196721,0.253456221198157,0.936698032506416,0.0788912579957356,0.610223642172524,0.434426229508197,0.720930232558139,0.576470588235294,1,0.642857142857143,1,0.723684210526316,1,1,0.70479704797048,1,0.884433962264151,0.912185534591195,0.932075471698113,0.980424528301887,0.994496855345912,0.884905660377359,0.994182389937107,0.932075471698113,0.984119496855346,0.994575471698113
"6757",6756,"P6_0756",15,"innovation",0.256958795432457,"True","False",1,1.5,1.5,1.5,"per_family",1,0,18,0,15,38,19,967,0,0,967,0,421,0,0,421,0,19,0,0,0,0,0,0,0,19,0,10,0,0,0,10,0,19,0,8,0,0,0,8,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,"P6",171,161,163,171,171,171,161,163,171,171,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.941520467836257,0.953216374269006,1,1,1,0.941520467836257,0.953216374269006,1,1
"6758",6757,"P6_0757",30,"innovation",0.063657455381684,"True","False",1,1.5,1.5,1.5,"per_family",1,304,449,0.677060133630289,30,63,34,5856,128,0,5984,128,2452,1608,0,4060,1608,34,0,35,107,107,1,36,106,34,0,43,69,69,0,43,69,34,0,22,70,70,0,22,70,34,0,14,31,31,0,14,31,34,0,2,6,6,0,2,6,"P6",418,449,469,516,553,419,449,469,516,553,0.746478873239437,0.616071428571429,0.760869565217391,0.688888888888889,0.75,0.753521126760563,0.616071428571429,0.760869565217391,0.688888888888889,0.75,0.990654205607477,1,1,1,1,1,1,1,1,1,0.934046345811052,0.923351158645276,0.96078431372549,0.975044563279857,0.996434937611408,0.937611408199644,0.923351158645276,0.96078431372549,0.975044563279857,0.996434937611408
"6759",6758,"P6_0758",34,"innovation",0.125525585071106,"True","False",1,1.5,1.5,1.5,"per_family",1,1,1,1,34,3,2,0,0,0,0,0,5709,0,0,5709,0,2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"P6",0,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
